neuron1,value,neuron2
"2nd_layer_n174, 0","-0,2447874","3th_layer_n209, 0"
"2nd_layer_n318, 0","0,18243669","3th_layer_n210, 0"
"2nd_layer_n174, 0","-0,20919412","3th_layer_n210, 0"
"2nd_layer_n309, 0","0,22087382","3th_layer_n211, 0"
"2nd_layer_n493, 0","-0,8690073","3th_layer_n211, 0"
"2nd_layer_n298, 0","0,50402683","3th_layer_n212, 0"
"2nd_layer_n169, 0","-0,914025","3th_layer_n212, 0"
"2nd_layer_n199, 0","0,7304595","3th_layer_n213, 0"
"2nd_layer_n21, 0","-0,5505679","3th_layer_n213, 0"
"2nd_layer_n385, 0","0,96584845","3th_layer_n214, 0"
"2nd_layer_n22, 0","-0,9116909","3th_layer_n214, 0"
"2nd_layer_n19, 0","0,4706176","3th_layer_n215, 0"
"2nd_layer_n494, 0","-0,6823127","3th_layer_n215, 0"
"2nd_layer_n471, 0","0,9928825","3th_layer_n216, 0"
"2nd_layer_n136, 0","-0,9325233","3th_layer_n216, 0"
"2nd_layer_n12, 0","0,07444621","3th_layer_n217, 0"
"2nd_layer_n357, 0","-0,46435153","3th_layer_n217, 0"
"2nd_layer_n482, 0","0,41325903","3th_layer_n218, 0"
"2nd_layer_n257, 0","-0,18806429","3th_layer_n218, 0"
"2nd_layer_n236, 0","0,20248377","3th_layer_n219, 0"
"2nd_layer_n498, 0","-0,60416025","3th_layer_n219, 0"
"2nd_layer_n213, 0","0,8752873","3th_layer_n220, 0"
"2nd_layer_n383, 0","-0,42302692","3th_layer_n220, 0"
"2nd_layer_n363, 0","0,046489045","3th_layer_n221, 0"
"2nd_layer_n474, 0","-0,88536066","3th_layer_n221, 0"
"2nd_layer_n69, 0","0,49647903","3th_layer_n222, 0"
"2nd_layer_n454, 0","-0,34389758","3th_layer_n222, 0"
"2nd_layer_n348, 0","0,53091705","3th_layer_n223, 0"
"2nd_layer_n182, 0","-0,68851924","3th_layer_n223, 0"
"2nd_layer_n256, 0","0,14908263","3th_layer_n224, 0"
"2nd_layer_n429, 0","-0,731196","3th_layer_n224, 0"
"2nd_layer_n143, 0","0,57472736","3th_layer_n225, 0"
"2nd_layer_n441, 0","-0,27305278","3th_layer_n225, 0"
"2nd_layer_n501, 0","0,17227766","3th_layer_n226, 0"
"2nd_layer_n488, 0","-0,41587874","3th_layer_n226, 0"
"2nd_layer_n342, 0","0,77382165","3th_layer_n227, 0"
"2nd_layer_n470, 0","-0,02742931","3th_layer_n227, 0"
"2nd_layer_n370, 0","0,36993816","3th_layer_n228, 0"
"2nd_layer_n55, 0","-0,14177126","3th_layer_n228, 0"
"2nd_layer_n147, 0","0,5101624","3th_layer_n229, 0"
"2nd_layer_n153, 0","-0,06762994","3th_layer_n229, 0"
"2nd_layer_n6, 0","0,48381764","3th_layer_n230, 0"
"2nd_layer_n335, 0","-0,19589314","3th_layer_n230, 0"
"2nd_layer_n67, 0","0,86228424","3th_layer_n231, 0"
"2nd_layer_n502, 0","-0,2619009","3th_layer_n231, 0"
"2nd_layer_n268, 0","0,9292066","3th_layer_n232, 0"
"2nd_layer_n20, 0","-0,86329657","3th_layer_n232, 0"
"2nd_layer_n379, 0","0,6026935","3th_layer_n233, 0"
"2nd_layer_n10, 0","-0,18894288","3th_layer_n233, 0"
"2nd_layer_n364, 0","0,72464395","3th_layer_n234, 0"
"2nd_layer_n120, 0","-0,73962325","3th_layer_n234, 0"
"2nd_layer_n507, 0","0,18514705","3th_layer_n235, 0"
"2nd_layer_n501, 0","-0,6638888","3th_layer_n235, 0"
"2nd_layer_n224, 0","0,3193615","3th_layer_n236, 0"
"2nd_layer_n94, 0","-0,849702","3th_layer_n236, 0"
"2nd_layer_n370, 0","0,129854","3th_layer_n237, 0"
"2nd_layer_n129, 0","-0,020769248","3th_layer_n237, 0"
"2nd_layer_n444, 0","0,78546286","3th_layer_n238, 0"
"2nd_layer_n177, 0","-0,072952054","3th_layer_n238, 0"
"2nd_layer_n424, 0","0,14608957","3th_layer_n239, 0"
"2nd_layer_n195, 0","-0,62823814","3th_layer_n239, 0"
"2nd_layer_n289, 0","0,84167653","3th_layer_n240, 0"
"2nd_layer_n48, 0","-0,08363321","3th_layer_n240, 0"
"2nd_layer_n64, 0","0,581774","3th_layer_n241, 0"
"2nd_layer_n19, 0","-0,19662097","3th_layer_n241, 0"
"2nd_layer_n276, 0","0,38279524","3th_layer_n242, 0"
"2nd_layer_n470, 0","-0,86732286","3th_layer_n242, 0"
"2nd_layer_n130, 0","0,91492444","3th_layer_n243, 0"
"2nd_layer_n201, 0","-0,44864342","3th_layer_n243, 0"
"2nd_layer_n79, 0","0,045143917","3th_layer_n244, 0"
"2nd_layer_n79, 0","-0,044633005","3th_layer_n244, 0"
"2nd_layer_n450, 0","0,7344388","3th_layer_n245, 0"
"2nd_layer_n132, 0","-0,77726555","3th_layer_n245, 0"
"2nd_layer_n2, 0","0,073395714","3th_layer_n246, 0"
"2nd_layer_n252, 0","-0,095437184","3th_layer_n246, 0"
"2nd_layer_n322, 0","0,33092114","3th_layer_n247, 0"
"2nd_layer_n403, 0","-0,9472184","3th_layer_n247, 0"
"2nd_layer_n100, 0","0,93551946","3th_layer_n248, 0"
"2nd_layer_n430, 0","-0,053307857","3th_layer_n248, 0"
"2nd_layer_n473, 0","0,83863306","3th_layer_n249, 0"
"2nd_layer_n214, 0","-0,8750102","3th_layer_n249, 0"
"2nd_layer_n372, 0","0,9279541","3th_layer_n250, 0"
"2nd_layer_n417, 0","-0,86796594","3th_layer_n250, 0"
"2nd_layer_n150, 0","0,90313256","3th_layer_n251, 0"
"2nd_layer_n132, 0","-0,80572766","3th_layer_n251, 0"
"2nd_layer_n133, 0","0,5212131","3th_layer_n252, 0"
"2nd_layer_n455, 0","-0,15968299","3th_layer_n252, 0"
"2nd_layer_n399, 0","0,79237664","3th_layer_n253, 0"
"2nd_layer_n153, 0","-0,84180784","3th_layer_n253, 0"
"2nd_layer_n181, 0","0,020177405","3th_layer_n254, 0"
"2nd_layer_n81, 0","-0,9643672","3th_layer_n254, 0"
"2nd_layer_n301, 0","0,7042487","3th_layer_n255, 0"
"2nd_layer_n103, 0","-0,93621725","3th_layer_n255, 0"
"2nd_layer_n397, 0","0,2521288","3th_layer_n256, 0"
"2nd_layer_n375, 0","-0,43886137","3th_layer_n256, 0"
"2nd_layer_n25, 0","0,81707364","3th_layer_n257, 0"
"2nd_layer_n312, 0","-0,14908609","3th_layer_n257, 0"
"2nd_layer_n176, 0","0,11403756","3th_layer_n258, 0"
"2nd_layer_n353, 0","-0,3526723","3th_layer_n258, 0"
"2nd_layer_n292, 0","0,115650214","3th_layer_n259, 0"
"2nd_layer_n365, 0","-0,87715626","3th_layer_n259, 0"
"2nd_layer_n225, 0","0,45940614","3th_layer_n260, 0"
"2nd_layer_n146, 0","-0,41596964","3th_layer_n260, 0"
"2nd_layer_n91, 0","0,26205438","3th_layer_n261, 0"
"2nd_layer_n156, 0","-0,86877066","3th_layer_n261, 0"
"2nd_layer_n373, 0","0,04477599","3th_layer_n262, 0"
"2nd_layer_n200, 0","-0,014626701","3th_layer_n262, 0"
"2nd_layer_n374, 0","0,54225564","3th_layer_n263, 0"
"2nd_layer_n249, 0","-0,24509774","3th_layer_n263, 0"
"2nd_layer_n124, 0","0,33687297","3th_layer_n264, 0"
"2nd_layer_n238, 0","-0,008217348","3th_layer_n264, 0"
"2nd_layer_n351, 0","0,4299159","3th_layer_n265, 0"
"2nd_layer_n263, 0","-0,29155877","3th_layer_n265, 0"
"2nd_layer_n103, 0","0,37880802","3th_layer_n266, 0"
"2nd_layer_n13, 0","-0,1987764","3th_layer_n266, 0"
"2nd_layer_n363, 0","0,35534072","3th_layer_n267, 0"
"2nd_layer_n99, 0","-0,50307447","3th_layer_n267, 0"
"2nd_layer_n123, 0","0,76301444","3th_layer_n268, 0"
"2nd_layer_n494, 0","-0,7394104","3th_layer_n268, 0"
"2nd_layer_n390, 0","0,1495377","3th_layer_n269, 0"
"2nd_layer_n373, 0","-0,56487685","3th_layer_n269, 0"
"2nd_layer_n117, 0","0,05028928","3th_layer_n270, 0"
"2nd_layer_n147, 0","-0,01850592","3th_layer_n270, 0"
"2nd_layer_n388, 0","0,29747784","3th_layer_n271, 0"
"2nd_layer_n173, 0","-0,335517","3th_layer_n271, 0"
"2nd_layer_n219, 0","0,79119086","3th_layer_n272, 0"
"2nd_layer_n314, 0","-0,7907462","3th_layer_n272, 0"
"2nd_layer_n441, 0","0,4530142","3th_layer_n273, 0"
"2nd_layer_n141, 0","-0,7921513","3th_layer_n273, 0"
"2nd_layer_n428, 0","0,6946004","3th_layer_n274, 0"
"2nd_layer_n233, 0","-0,33853665","3th_layer_n274, 0"
"2nd_layer_n316, 0","0,16718248","3th_layer_n275, 0"
"2nd_layer_n40, 0","-0,48702008","3th_layer_n275, 0"
"2nd_layer_n355, 0","0,3829311","3th_layer_n276, 0"
"2nd_layer_n218, 0","-0,23020059","3th_layer_n276, 0"
"2nd_layer_n13, 0","0,8547366","3th_layer_n277, 0"
"2nd_layer_n409, 0","-0,025836987","3th_layer_n277, 0"
"2nd_layer_n81, 0","0,29518703","3th_layer_n278, 0"
"2nd_layer_n14, 0","-0,5925845","3th_layer_n278, 0"
"2nd_layer_n203, 0","0,8706743","3th_layer_n279, 0"
"2nd_layer_n97, 0","-0,81287766","3th_layer_n279, 0"
"2nd_layer_n488, 0","0,70932096","3th_layer_n280, 0"
"2nd_layer_n63, 0","-0,4450134","3th_layer_n280, 0"
"2nd_layer_n454, 0","0,5149078","3th_layer_n281, 0"
"2nd_layer_n229, 0","-0,13191628","3th_layer_n281, 0"
"2nd_layer_n63, 0","0,060359716","3th_layer_n282, 0"
"2nd_layer_n361, 0","-0,92819947","3th_layer_n282, 0"
"2nd_layer_n289, 0","0,63912165","3th_layer_n283, 0"
"2nd_layer_n171, 0","-0,33580402","3th_layer_n283, 0"
"2nd_layer_n73, 0","0,023295766","3th_layer_n284, 0"
"2nd_layer_n228, 0","-0,27655512","3th_layer_n284, 0"
"2nd_layer_n110, 0","0,4156458","3th_layer_n285, 0"
"2nd_layer_n235, 0","-0,22465037","3th_layer_n285, 0"
"2nd_layer_n359, 0","0,26088753","3th_layer_n286, 0"
"2nd_layer_n169, 0","-0,55861","3th_layer_n286, 0"
"2nd_layer_n281, 0","0,71274304","3th_layer_n287, 0"
"2nd_layer_n326, 0","-0,6439037","3th_layer_n287, 0"
"2nd_layer_n305, 0","0,5290988","3th_layer_n288, 0"
"2nd_layer_n43, 0","-0,80960786","3th_layer_n288, 0"
"2nd_layer_n322, 0","0,11166476","3th_layer_n289, 0"
"2nd_layer_n10, 0","-0,2969049","3th_layer_n289, 0"
"2nd_layer_n382, 0","0,128848","3th_layer_n290, 0"
"2nd_layer_n15, 0","-0,3215328","3th_layer_n290, 0"
"2nd_layer_n373, 0","0,8343726","3th_layer_n291, 0"
"2nd_layer_n221, 0","-0,12220193","3th_layer_n291, 0"
"2nd_layer_n27, 0","0,81719065","3th_layer_n292, 0"
"2nd_layer_n493, 0","-0,21342468","3th_layer_n292, 0"
"2nd_layer_n95, 0","0,7330875","3th_layer_n293, 0"
"2nd_layer_n6, 0","-0,28825596","3th_layer_n293, 0"
"2nd_layer_n394, 0","0,8567907","3th_layer_n294, 0"
"2nd_layer_n371, 0","-0,86941767","3th_layer_n294, 0"
"2nd_layer_n351, 0","0,18895063","3th_layer_n295, 0"
"2nd_layer_n256, 0","-0,024515647","3th_layer_n295, 0"
"2nd_layer_n69, 0","0,77702916","3th_layer_n296, 0"
"2nd_layer_n455, 0","-0,06228105","3th_layer_n296, 0"
"2nd_layer_n378, 0","0,24436297","3th_layer_n297, 0"
"2nd_layer_n87, 0","-0,7870721","3th_layer_n297, 0"
"2nd_layer_n267, 0","0,52554876","3th_layer_n298, 0"
"2nd_layer_n459, 0","-0,40502235","3th_layer_n298, 0"
"2nd_layer_n12, 0","0,68093103","3th_layer_n299, 0"
"2nd_layer_n229, 0","-0,481339","3th_layer_n299, 0"
"2nd_layer_n4, 0","0,9052601","3th_layer_n300, 0"
"2nd_layer_n47, 0","-0,1306663","3th_layer_n300, 0"
"2nd_layer_n115, 0","0,8173149","3th_layer_n301, 0"
"2nd_layer_n489, 0","-0,6241074","3th_layer_n301, 0"
"2nd_layer_n228, 0","0,19143303","3th_layer_n302, 0"
"2nd_layer_n429, 0","-0,26543757","3th_layer_n302, 0"
"2nd_layer_n162, 0","0,4811469","3th_layer_n303, 0"
"2nd_layer_n396, 0","-0,09969561","3th_layer_n303, 0"
"2nd_layer_n431, 0","0,26136702","3th_layer_n304, 0"
"2nd_layer_n354, 0","-0,72356105","3th_layer_n304, 0"
"2nd_layer_n352, 0","0,252269","3th_layer_n305, 0"
"2nd_layer_n365, 0","-0,79544216","3th_layer_n305, 0"
"2nd_layer_n146, 0","0,64176905","3th_layer_n306, 0"
"2nd_layer_n453, 0","-0,07319647","3th_layer_n306, 0"
"2nd_layer_n341, 0","0,8096833","3th_layer_n307, 0"
"2nd_layer_n209, 0","-0,002710924","3th_layer_n307, 0"
"2nd_layer_n510, 0","0,2517743","3th_layer_n308, 0"
"2nd_layer_n440, 0","-0,11957101","3th_layer_n308, 0"
"2nd_layer_n96, 0","0,7987443","3th_layer_n309, 0"
"2nd_layer_n497, 0","-0,10128971","3th_layer_n309, 0"
"2nd_layer_n10, 0","0,8835712","3th_layer_n310, 0"
"2nd_layer_n182, 0","-0,5433743","3th_layer_n310, 0"
"2nd_layer_n17, 0","0,66816884","3th_layer_n311, 0"
"2nd_layer_n234, 0","-0,6434982","3th_layer_n311, 0"
"2nd_layer_n343, 0","0,8899103","3th_layer_n312, 0"
"2nd_layer_n217, 0","-0,09787503","3th_layer_n312, 0"
"2nd_layer_n282, 0","0,23803136","3th_layer_n313, 0"
"2nd_layer_n246, 0","-0,43830255","3th_layer_n313, 0"
"2nd_layer_n271, 0","0,8087771","3th_layer_n314, 0"
"2nd_layer_n285, 0","-0,083596565","3th_layer_n314, 0"
"2nd_layer_n314, 0","0,21601133","3th_layer_n315, 0"
"2nd_layer_n24, 0","-0,9114071","3th_layer_n315, 0"
"2nd_layer_n399, 0","0,5063337","3th_layer_n316, 0"
"2nd_layer_n328, 0","-0,50517815","3th_layer_n316, 0"
"2nd_layer_n8, 0","0,16522187","3th_layer_n317, 0"
"2nd_layer_n142, 0","-0,34427062","3th_layer_n317, 0"
"2nd_layer_n138, 0","0,1483717","3th_layer_n318, 0"
"2nd_layer_n158, 0","-0,11201893","3th_layer_n318, 0"
"2nd_layer_n496, 0","0,14145997","3th_layer_n319, 0"
"2nd_layer_n105, 0","-0,803672","3th_layer_n319, 0"
"2nd_layer_n433, 0","0,73836017","3th_layer_n320, 0"
"2nd_layer_n313, 0","-0,079079896","3th_layer_n320, 0"
"2nd_layer_n430, 0","0,45356384","3th_layer_n321, 0"
"2nd_layer_n472, 0","-0,28298607","3th_layer_n321, 0"
"2nd_layer_n435, 0","0,43376195","3th_layer_n322, 0"
"2nd_layer_n367, 0","-0,950565","3th_layer_n322, 0"
"2nd_layer_n102, 0","0,20527676","3th_layer_n323, 0"
"2nd_layer_n190, 0","-0,6335029","3th_layer_n323, 0"
"2nd_layer_n185, 0","0,5687837","3th_layer_n324, 0"
"2nd_layer_n446, 0","-0,11484204","3th_layer_n324, 0"
"2nd_layer_n309, 0","0,98076767","3th_layer_n325, 0"
"2nd_layer_n409, 0","-0,30400562","3th_layer_n325, 0"
"2nd_layer_n118, 0","0,13834602","3th_layer_n326, 0"
"2nd_layer_n240, 0","-0,1706895","3th_layer_n326, 0"
"2nd_layer_n501, 0","0,08710476","3th_layer_n327, 0"
"2nd_layer_n89, 0","-0,58732885","3th_layer_n327, 0"
"2nd_layer_n442, 0","0,5730892","3th_layer_n328, 0"
"2nd_layer_n106, 0","-0,14005914","3th_layer_n328, 0"
"2nd_layer_n392, 0","0,54379","3th_layer_n329, 0"
"2nd_layer_n35, 0","-0,74733716","3th_layer_n329, 0"
"2nd_layer_n488, 0","0,24601942","3th_layer_n330, 0"
"2nd_layer_n473, 0","-0,7028929","3th_layer_n330, 0"
"2nd_layer_n176, 0","0,7964105","3th_layer_n331, 0"
"2nd_layer_n108, 0","-0,39134207","3th_layer_n331, 0"
"2nd_layer_n223, 0","0,3585626","3th_layer_n332, 0"
"2nd_layer_n151, 0","-0,20272069","3th_layer_n332, 0"
"2nd_layer_n257, 0","0,94730866","3th_layer_n333, 0"
"2nd_layer_n131, 0","-0,96528625","3th_layer_n333, 0"
"2nd_layer_n21, 0","0,9711986","3th_layer_n334, 0"
"2nd_layer_n16, 0","-0,7069285","3th_layer_n334, 0"
"2nd_layer_n206, 0","0,6998572","3th_layer_n335, 0"
"2nd_layer_n319, 0","-0,9515691","3th_layer_n335, 0"
"2nd_layer_n435, 0","0,32033393","3th_layer_n336, 0"
"2nd_layer_n114, 0","-0,33102322","3th_layer_n336, 0"
"2nd_layer_n307, 0","0,10080775","3th_layer_n337, 0"
"2nd_layer_n124, 0","-0,3735152","3th_layer_n337, 0"
"2nd_layer_n141, 0","0,20387955","3th_layer_n338, 0"
"2nd_layer_n20, 0","-0,19985788","3th_layer_n338, 0"
"2nd_layer_n124, 0","0,548642","3th_layer_n339, 0"
"2nd_layer_n476, 0","-0,59917593","3th_layer_n339, 0"
"2nd_layer_n369, 0","0,9991579","3th_layer_n340, 0"
"2nd_layer_n389, 0","-0,59609747","3th_layer_n340, 0"
"2nd_layer_n306, 0","0,6028007","3th_layer_n341, 0"
"2nd_layer_n213, 0","-0,1856752","3th_layer_n341, 0"
"2nd_layer_n91, 0","0,5933385","3th_layer_n342, 0"
"2nd_layer_n282, 0","-0,6380315","3th_layer_n342, 0"
"2nd_layer_n458, 0","0,52451825","3th_layer_n343, 0"
"2nd_layer_n124, 0","-0,8496929","3th_layer_n343, 0"
"2nd_layer_n223, 0","0,057553582","3th_layer_n344, 0"
"2nd_layer_n194, 0","-0,9735767","3th_layer_n344, 0"
"2nd_layer_n372, 0","0,09481994","3th_layer_n345, 0"
"2nd_layer_n140, 0","-0,4289282","3th_layer_n345, 0"
"2nd_layer_n424, 0","0,6990822","3th_layer_n346, 0"
"2nd_layer_n287, 0","-0,21159157","3th_layer_n346, 0"
"2nd_layer_n222, 0","0,40196154","3th_layer_n347, 0"
"2nd_layer_n102, 0","-0,121255495","3th_layer_n347, 0"
"2nd_layer_n41, 0","0,98509014","3th_layer_n348, 0"
"2nd_layer_n353, 0","-0,038975462","3th_layer_n348, 0"
"2nd_layer_n286, 0","0,81693655","3th_layer_n349, 0"
"2nd_layer_n507, 0","-0,075037204","3th_layer_n349, 0"
"2nd_layer_n406, 0","0,7180207","3th_layer_n350, 0"
"2nd_layer_n181, 0","-0,82553655","3th_layer_n350, 0"
"2nd_layer_n237, 0","0,9236695","3th_layer_n351, 0"
"2nd_layer_n164, 0","-0,8381341","3th_layer_n351, 0"
"2nd_layer_n242, 0","0,85095656","3th_layer_n352, 0"
"2nd_layer_n291, 0","-0,87786376","3th_layer_n352, 0"
"2nd_layer_n51, 0","0,45861545","3th_layer_n353, 0"
"2nd_layer_n27, 0","-0,8871565","3th_layer_n353, 0"
"2nd_layer_n157, 0","0,2735728","3th_layer_n354, 0"
"2nd_layer_n322, 0","-0,18254392","3th_layer_n354, 0"
"2nd_layer_n84, 0","0,070084825","3th_layer_n355, 0"
"2nd_layer_n253, 0","-0,9753114","3th_layer_n355, 0"
"2nd_layer_n52, 0","0,84755504","3th_layer_n356, 0"
"2nd_layer_n408, 0","-0,18697463","3th_layer_n356, 0"
"2nd_layer_n304, 0","0,351664","3th_layer_n357, 0"
"2nd_layer_n506, 0","-0,61386436","3th_layer_n357, 0"
"2nd_layer_n23, 0","0,38860586","3th_layer_n358, 0"
"2nd_layer_n93, 0","-0,2508479","3th_layer_n358, 0"
"2nd_layer_n130, 0","0,7595868","3th_layer_n359, 0"
"2nd_layer_n163, 0","-0,13887233","3th_layer_n359, 0"
"2nd_layer_n279, 0","0,6679292","3th_layer_n360, 0"
"2nd_layer_n190, 0","-0,2722745","3th_layer_n360, 0"
"2nd_layer_n392, 0","0,25141022","3th_layer_n361, 0"
"2nd_layer_n100, 0","-0,18371756","3th_layer_n361, 0"
"2nd_layer_n84, 0","0,5244918","3th_layer_n362, 0"
"2nd_layer_n334, 0","-0,09335523","3th_layer_n362, 0"
"2nd_layer_n217, 0","0,9765099","3th_layer_n363, 0"
"2nd_layer_n470, 0","-0,47937047","3th_layer_n363, 0"
"2nd_layer_n253, 0","0,46955645","3th_layer_n364, 0"
"2nd_layer_n252, 0","-0,45121434","3th_layer_n364, 0"
"2nd_layer_n347, 0","0,92711824","3th_layer_n365, 0"
"2nd_layer_n185, 0","-0,10705687","3th_layer_n365, 0"
"2nd_layer_n71, 0","0,9699207","3th_layer_n366, 0"
"2nd_layer_n446, 0","-0,0695081","3th_layer_n366, 0"
"2nd_layer_n334, 0","0,8596767","3th_layer_n367, 0"
"2nd_layer_n424, 0","-0,87554425","3th_layer_n367, 0"
"2nd_layer_n325, 0","0,4474419","3th_layer_n368, 0"
"2nd_layer_n231, 0","-0,5671221","3th_layer_n368, 0"
"2nd_layer_n90, 0","0,9337376","3th_layer_n369, 0"
"2nd_layer_n410, 0","-0,79275036","3th_layer_n369, 0"
"2nd_layer_n314, 0","0,40585038","3th_layer_n370, 0"
"2nd_layer_n63, 0","-0,06187367","3th_layer_n370, 0"
"2nd_layer_n439, 0","0,65118146","3th_layer_n371, 0"
"2nd_layer_n394, 0","-0,1512792","3th_layer_n371, 0"
"2nd_layer_n154, 0","0,0013881002","3th_layer_n372, 0"
"2nd_layer_n360, 0","-0,24823752","3th_layer_n372, 0"
"2nd_layer_n136, 0","0,3048718","3th_layer_n373, 0"
"2nd_layer_n175, 0","-0,50093263","3th_layer_n373, 0"
"2nd_layer_n458, 0","0,8465834","3th_layer_n374, 0"
"2nd_layer_n280, 0","-0,5396408","3th_layer_n374, 0"
"2nd_layer_n241, 0","0,8970204","3th_layer_n375, 0"
"2nd_layer_n170, 0","-0,3232648","3th_layer_n375, 0"
"2nd_layer_n382, 0","0,75531375","3th_layer_n376, 0"
"2nd_layer_n450, 0","-0,51400375","3th_layer_n376, 0"
"2nd_layer_n403, 0","0,18280487","3th_layer_n377, 0"
"2nd_layer_n163, 0","-0,68224937","3th_layer_n377, 0"
"2nd_layer_n389, 0","0,9568762","3th_layer_n378, 0"
"2nd_layer_n321, 0","-0,47458595","3th_layer_n378, 0"
"2nd_layer_n88, 0","0,10967296","3th_layer_n379, 0"
"2nd_layer_n306, 0","-0,0014373312","3th_layer_n379, 0"
"2nd_layer_n71, 0","0,2769014","3th_layer_n380, 0"
"2nd_layer_n17, 0","-0,73524964","3th_layer_n380, 0"
"2nd_layer_n33, 0","0,5327777","3th_layer_n381, 0"
"2nd_layer_n488, 0","-0,7214293","3th_layer_n381, 0"
"2nd_layer_n163, 0","0,25027356","3th_layer_n382, 0"
"2nd_layer_n297, 0","-0,12107987","3th_layer_n382, 0"
"2nd_layer_n399, 0","0,55583906","3th_layer_n383, 0"
"2nd_layer_n289, 0","-0,5700876","3th_layer_n383, 0"
"2nd_layer_n298, 0","0,46268925","3th_layer_n384, 0"
"2nd_layer_n102, 0","-0,4097899","3th_layer_n384, 0"
"2nd_layer_n418, 0","0,45100385","3th_layer_n385, 0"
"2nd_layer_n429, 0","-0,45983613","3th_layer_n385, 0"
"2nd_layer_n106, 0","0,67211115","3th_layer_n386, 0"
"2nd_layer_n316, 0","-0,35494334","3th_layer_n386, 0"
"2nd_layer_n429, 0","0,576349","3th_layer_n387, 0"
"2nd_layer_n323, 0","-0,25110146","3th_layer_n387, 0"
"2nd_layer_n215, 0","0,08795788","3th_layer_n388, 0"
"2nd_layer_n471, 0","-0,26965874","3th_layer_n388, 0"
"2nd_layer_n153, 0","0,8740778","3th_layer_n389, 0"
"2nd_layer_n262, 0","-0,8284552","3th_layer_n389, 0"
"2nd_layer_n120, 0","0,37055048","3th_layer_n390, 0"
"2nd_layer_n74, 0","-0,99341863","3th_layer_n390, 0"
"2nd_layer_n501, 0","0,92392814","3th_layer_n391, 0"
"2nd_layer_n496, 0","-0,5395267","3th_layer_n391, 0"
"2nd_layer_n346, 0","0,026621023","3th_layer_n392, 0"
"2nd_layer_n202, 0","-0,38772303","3th_layer_n392, 0"
"2nd_layer_n501, 0","0,40748355","3th_layer_n393, 0"
"2nd_layer_n206, 0","-0,6625662","3th_layer_n393, 0"
"2nd_layer_n155, 0","0,3773531","3th_layer_n394, 0"
"2nd_layer_n85, 0","-0,068295784","3th_layer_n394, 0"
"2nd_layer_n368, 0","0,35945725","3th_layer_n395, 0"
"2nd_layer_n406, 0","-0,60780597","3th_layer_n395, 0"
"2nd_layer_n184, 0","0,75578266","3th_layer_n396, 0"
"2nd_layer_n443, 0","-0,6546334","3th_layer_n396, 0"
"2nd_layer_n367, 0","0,37302637","3th_layer_n397, 0"
"2nd_layer_n47, 0","-0,51908666","3th_layer_n397, 0"
"2nd_layer_n305, 0","0,9013169","3th_layer_n398, 0"
"2nd_layer_n59, 0","-0,568502","3th_layer_n398, 0"
"2nd_layer_n443, 0","0,12523136","3th_layer_n399, 0"
"2nd_layer_n418, 0","-0,033003442","3th_layer_n399, 0"
"2nd_layer_n41, 0","0,31348586","3th_layer_n400, 0"
"2nd_layer_n23, 0","-0,21318819","3th_layer_n400, 0"
"2nd_layer_n489, 0","0,41608855","3th_layer_n401, 0"
"2nd_layer_n13, 0","-0,16439375","3th_layer_n401, 0"
"2nd_layer_n28, 0","0,5497367","3th_layer_n402, 0"
"2nd_layer_n434, 0","-0,45090786","3th_layer_n402, 0"
"2nd_layer_n156, 0","0,17904112","3th_layer_n403, 0"
"2nd_layer_n240, 0","-0,14391881","3th_layer_n403, 0"
"2nd_layer_n297, 0","0,08258394","3th_layer_n404, 0"
"2nd_layer_n72, 0","-0,8853623","3th_layer_n404, 0"
"2nd_layer_n193, 0","0,8817526","3th_layer_n405, 0"
"2nd_layer_n505, 0","-0,4935798","3th_layer_n405, 0"
"2nd_layer_n98, 0","0,32306913","3th_layer_n406, 0"
"2nd_layer_n52, 0","-0,89934564","3th_layer_n406, 0"
"2nd_layer_n263, 0","0,8260368","3th_layer_n407, 0"
"2nd_layer_n32, 0","-0,9823533","3th_layer_n407, 0"
"2nd_layer_n48, 0","0,27360937","3th_layer_n408, 0"
"2nd_layer_n280, 0","-0,4983927","3th_layer_n408, 0"
"2nd_layer_n227, 0","0,8026239","3th_layer_n409, 0"
"2nd_layer_n16, 0","-0,37950373","3th_layer_n409, 0"
"2nd_layer_n349, 0","0,541926","3th_layer_n410, 0"
"2nd_layer_n102, 0","-0,7404698","3th_layer_n410, 0"
"2nd_layer_n302, 0","0,54092336","3th_layer_n411, 0"
"2nd_layer_n115, 0","-0,2687859","3th_layer_n411, 0"
"2nd_layer_n140, 0","0,9582523","3th_layer_n412, 0"
"2nd_layer_n412, 0","-0,76185644","3th_layer_n412, 0"
"2nd_layer_n365, 0","0,51208985","3th_layer_n413, 0"
"2nd_layer_n81, 0","-0,14052065","3th_layer_n413, 0"
"2nd_layer_n381, 0","0,29377177","3th_layer_n414, 0"
"2nd_layer_n347, 0","-0,22256945","3th_layer_n414, 0"
"2nd_layer_n462, 0","0,95848244","3th_layer_n415, 0"
"2nd_layer_n474, 0","-0,89288163","3th_layer_n415, 0"
"2nd_layer_n494, 0","0,8438981","3th_layer_n416, 0"
"2nd_layer_n96, 0","-0,8781833","3th_layer_n416, 0"
"2nd_layer_n503, 0","0,031476628","3th_layer_n417, 0"
"2nd_layer_n247, 0","-0,53280014","3th_layer_n417, 0"
"2nd_layer_n291, 0","0,7319366","3th_layer_n418, 0"
