neuron1,value,neuron2
"c4_10, 0","0,4098402","2nd_layer_n200, 0"
"c4_10, 0","-0,944172","2nd_layer_n333, 0"
"c4_11, 0","0,613538","2nd_layer_n384, 0"
"c4_11, 0","-0,07341151","2nd_layer_n178, 0"
"c4_12, 0","0,87662125","2nd_layer_n61, 0"
"c4_12, 0","-0,066136725","2nd_layer_n233, 0"
"c5_1, 0","0,47487298","2nd_layer_n338, 0"
"c5_1, 0","-0,7479344","2nd_layer_n122, 0"
"c5_2, 0","0,45991108","2nd_layer_n336, 0"
"c5_2, 0","-0,07373036","2nd_layer_n329, 0"
"c5_3, 0","0,36639443","2nd_layer_n269, 0"
"c5_3, 0","-0,4845023","2nd_layer_n25, 0"
"c5_4, 0","0,69690377","2nd_layer_n252, 0"
"c5_4, 0","-0,4455121","2nd_layer_n254, 0"
"c5_5, 0","0,27749163","2nd_layer_n345, 0"
"c5_5, 0","-0,6192877","2nd_layer_n320, 0"
"c5_6, 0","0,38247147","2nd_layer_n314, 0"
"c5_6, 0","-0,036993254","2nd_layer_n50, 0"
"c5_7, 0","0,43866253","2nd_layer_n316, 0"
"c5_7, 0","-0,5560616","2nd_layer_n63, 0"
"c5_8, 0","0,734836","2nd_layer_n7, 0"
"c5_8, 0","-0,58991766","2nd_layer_n456, 0"
"c5_9, 0","0,2982603","2nd_layer_n297, 0"
"c5_9, 0","-0,546106","2nd_layer_n279, 0"
"c5_10, 0","0,11391672","2nd_layer_n229, 0"
"c5_10, 0","-0,8202726","2nd_layer_n7, 0"
"c5_11, 0","0,24528569","2nd_layer_n248, 0"
"c5_11, 0","-0,76445466","2nd_layer_n119, 0"
"c5_12, 0","0,9964398","2nd_layer_n146, 0"
"c5_12, 0","-0,9451096","2nd_layer_n103, 0"
"c6_1, 0","0,9968431","2nd_layer_n188, 0"
"c6_1, 0","-0,7609684","2nd_layer_n355, 0"
"c6_2, 0","0,6995363","2nd_layer_n59, 0"
"c6_2, 0","-0,7850584","2nd_layer_n316, 0"
"c6_3, 0","0,690359","2nd_layer_n113, 0"
"c6_3, 0","-0,5824287","2nd_layer_n40, 0"
"c6_4, 0","0,2108524","2nd_layer_n365, 0"
"c6_4, 0","-0,81286025","2nd_layer_n216, 0"
"c6_5, 0","0,77003795","2nd_layer_n184, 0"
"c6_5, 0","-0,09735604","2nd_layer_n462, 0"
"c6_6, 0","0,53242457","2nd_layer_n78, 0"
"c6_6, 0","-0,9724365","2nd_layer_n117, 0"
"c6_7, 0","0,27834347","2nd_layer_n449, 0"
"c6_7, 0","-0,6164548","2nd_layer_n433, 0"
"c6_8, 0","0,6318016","2nd_layer_n63, 0"
"c6_8, 0","-0,16438614","2nd_layer_n254, 0"
"c6_9, 0","0,5675094","2nd_layer_n176, 0"
"c6_9, 0","-0,98370105","2nd_layer_n211, 0"
"c6_10, 0","0,43855107","2nd_layer_n412, 0"
"c6_10, 0","-0,4744981","2nd_layer_n334, 0"
"c6_11, 0","0,929298","2nd_layer_n105, 0"
"c6_11, 0","-0,67892987","2nd_layer_n93, 0"
"c6_12, 0","0,61866635","2nd_layer_n502, 0"
"c6_12, 0","-0,96283424","2nd_layer_n119, 0"
"c7_1, 0","0,67065096","2nd_layer_n337, 0"
"c7_1, 0","-0,34926948","2nd_layer_n267, 0"
"c7_2, 0","0,37476227","2nd_layer_n449, 0"
"c7_2, 0","-0,31309545","2nd_layer_n234, 0"
"c7_3, 0","0,12622741","2nd_layer_n136, 0"
"c7_3, 0","-0,3960529","2nd_layer_n489, 0"
"c7_4, 0","0,49155027","2nd_layer_n478, 0"
"c7_4, 0","-0,99318135","2nd_layer_n140, 0"
"c7_5, 0","0,19384637","2nd_layer_n282, 0"
"c7_5, 0","-0,9059932","2nd_layer_n306, 0"
"c7_6, 0","0,5704101","2nd_layer_n41, 0"
"c7_6, 0","-0,0086256815","2nd_layer_n135, 0"
"c7_7, 0","0,15839723","2nd_layer_n341, 0"
"c7_7, 0","-0,21622963","2nd_layer_n204, 0"
"c7_8, 0","0,77027863","2nd_layer_n49, 0"
"c7_8, 0","-0,48846814","2nd_layer_n331, 0"
"c7_9, 0","0,678013","2nd_layer_n451, 0"
"c7_9, 0","-0,6201973","2nd_layer_n457, 0"
"c7_10, 0","0,23641665","2nd_layer_n472, 0"
"c7_10, 0","-0,9025373","2nd_layer_n364, 0"
"c7_11, 0","0,36392024","2nd_layer_n54, 0"
"c7_11, 0","-0,11288501","2nd_layer_n78, 0"
"c7_12, 0","0,9558742","2nd_layer_n481, 0"
"c7_12, 0","-0,77320766","2nd_layer_n94, 0"
"c8_1, 0","0,458305","2nd_layer_n242, 0"
"c8_1, 0","-0,042728726","2nd_layer_n256, 0"
"c8_2, 0","0,2752098","2nd_layer_n31, 0"
"c8_2, 0","-0,2572106","2nd_layer_n478, 0"
"c8_3, 0","0,8102701","2nd_layer_n54, 0"
"c8_3, 0","-0,42877918","2nd_layer_n226, 0"
"c8_4, 0","0,64726305","2nd_layer_n8, 0"
"c8_4, 0","-0,16835839","2nd_layer_n461, 0"
"c8_5, 0","0,47409314","2nd_layer_n466, 0"
"c8_5, 0","-0,32230243","2nd_layer_n89, 0"
"c8_6, 0","0,9128148","2nd_layer_n51, 0"
"c8_6, 0","-0,2796591","2nd_layer_n483, 0"
"c8_7, 0","0,98055524","2nd_layer_n107, 0"
"c8_7, 0","-0,44438815","2nd_layer_n347, 0"
"c8_8, 0","0,4209021","2nd_layer_n457, 0"
"c8_8, 0","-0,3162295","2nd_layer_n323, 0"
"c8_9, 0","0,337045","2nd_layer_n179, 0"
"c8_9, 0","-0,67185086","2nd_layer_n197, 0"
"c8_10, 0","0,8299231","2nd_layer_n474, 0"
"c8_10, 0","-0,63565254","2nd_layer_n387, 0"
"c8_11, 0","0,41039565","2nd_layer_n9, 0"
"c8_11, 0","-0,63895094","2nd_layer_n379, 0"
"c8_12, 0","0,6704622","2nd_layer_n392, 0"
"c8_12, 0","-0,8441613","2nd_layer_n153, 0"
"d1_1, 0","0,005441289","2nd_layer_n239, 0"
"d1_1, 0","-0,5350305","2nd_layer_n280, 0"
"d1_2, 0","0,30877596","2nd_layer_n330, 0"
"d1_2, 0","-0,51821965","2nd_layer_n127, 0"
"d1_3, 0","0,97134095","2nd_layer_n380, 0"
"d1_3, 0","-0,770961","2nd_layer_n107, 0"
"d1_4, 0","0,26036087","2nd_layer_n220, 0"
"d1_4, 0","-0,71013314","2nd_layer_n330, 0"
"d1_5, 0","0,84956396","2nd_layer_n325, 0"
"d1_5, 0","-0,19472119","2nd_layer_n84, 0"
"d1_6, 0","0,97407883","2nd_layer_n206, 0"
"d1_6, 0","-0,524488","2nd_layer_n31, 0"
"d1_7, 0","0,93647444","2nd_layer_n137, 0"
"d1_7, 0","-0,39102334","2nd_layer_n67, 0"
"d1_8, 0","0,6092008","2nd_layer_n377, 0"
"d1_8, 0","-0,9780542","2nd_layer_n284, 0"
"d1_9, 0","0,3034599","2nd_layer_n127, 0"
"d1_9, 0","-0,27132568","2nd_layer_n156, 0"
"d1_10, 0","0,758901","2nd_layer_n105, 0"
"d1_10, 0","-0,919349","2nd_layer_n133, 0"
"d1_11, 0","0,60630673","2nd_layer_n392, 0"
"d1_11, 0","-0,9604026","2nd_layer_n376, 0"
"d1_12, 0","0,92580855","2nd_layer_n224, 0"
"d1_12, 0","-0,8526821","2nd_layer_n200, 0"
"d2_1, 0","0,28969932","2nd_layer_n190, 0"
"d2_1, 0","-0,5383164","2nd_layer_n120, 0"
"d2_2, 0","0,36200574","2nd_layer_n68, 0"
"d2_2, 0","-0,97495836","2nd_layer_n194, 0"
"d2_3, 0","0,90332556","2nd_layer_n192, 0"
"d2_3, 0","-0,14729477","2nd_layer_n178, 0"
"d2_4, 0","0,80627024","2nd_layer_n313, 0"
"d2_4, 0","-0,2843003","2nd_layer_n465, 0"
"d2_5, 0","0,775391","2nd_layer_n139, 0"
"d2_5, 0","-0,58606094","2nd_layer_n509, 0"
"d2_6, 0","0,99539924","2nd_layer_n373, 0"
"d2_6, 0","-0,8970548","2nd_layer_n85, 0"
"d2_7, 0","0,31138143","2nd_layer_n304, 0"
"d2_7, 0","-0,42565885","2nd_layer_n275, 0"
"d2_8, 0","0,06543699","2nd_layer_n299, 0"
"d2_8, 0","-0,0513913","2nd_layer_n338, 0"
"d2_9, 0","0,1681972","2nd_layer_n9, 0"
"d2_9, 0","-0,7533754","2nd_layer_n145, 0"
"d2_10, 0","0,6915287","2nd_layer_n190, 0"
"d2_10, 0","-0,74939096","2nd_layer_n104, 0"
"d2_11, 0","0,18653162","2nd_layer_n385, 0"
"d2_11, 0","-0,8387035","2nd_layer_n122, 0"
"d2_12, 0","0,59649545","2nd_layer_n396, 0"
"d2_12, 0","-0,8700952","2nd_layer_n204, 0"
"d3_1, 0","0,027334258","2nd_layer_n101, 0"
"d3_1, 0","-0,07282796","2nd_layer_n206, 0"
"d3_2, 0","0,438537","2nd_layer_n427, 0"
"d3_2, 0","-0,77085954","2nd_layer_n505, 0"
"d3_3, 0","0,7924359","2nd_layer_n500, 0"
"d3_3, 0","-0,44245678","2nd_layer_n139, 0"
"d3_4, 0","0,8691138","2nd_layer_n249, 0"
"d3_4, 0","-0,08411764","2nd_layer_n276, 0"
"d3_5, 0","0,34759453","2nd_layer_n132, 0"
"d3_5, 0","-0,5669919","2nd_layer_n294, 0"
"d3_6, 0","0,16325635","2nd_layer_n254, 0"
"d3_6, 0","-0,97114676","2nd_layer_n412, 0"
"d3_7, 0","0,1120806","2nd_layer_n336, 0"
"d3_7, 0","-0,19447623","2nd_layer_n218, 0"
"d3_8, 0","0,5453867","2nd_layer_n175, 0"
"d3_8, 0","-0,54704946","2nd_layer_n264, 0"
"d3_9, 0","0,49960876","2nd_layer_n61, 0"
"d3_9, 0","-0,30760607","2nd_layer_n224, 0"
"d3_10, 0","0,6138599","2nd_layer_n76, 0"
"d3_10, 0","-0,23340276","2nd_layer_n301, 0"
"d3_11, 0","0,45811123","2nd_layer_n372, 0"
"d3_11, 0","-0,6056996","2nd_layer_n345, 0"
"d3_12, 0","0,6003278","2nd_layer_n81, 0"
"d3_12, 0","-0,09998334","2nd_layer_n263, 0"
"d4_1, 0","0,017506884","2nd_layer_n238, 0"
"d4_1, 0","-0,6138403","2nd_layer_n176, 0"
"d4_2, 0","0,5486607","2nd_layer_n183, 0"
"d4_2, 0","-0,95097536","2nd_layer_n262, 0"
"d4_3, 0","0,6701815","2nd_layer_n109, 0"
"d4_3, 0","-0,54817414","2nd_layer_n116, 0"
"d4_4, 0","0,286502","2nd_layer_n454, 0"
"d4_4, 0","-0,054854345","2nd_layer_n493, 0"
"d4_5, 0","0,1369309","2nd_layer_n415, 0"
"d4_5, 0","-0,5369658","2nd_layer_n22, 0"
"d4_6, 0","0,58933604","2nd_layer_n483, 0"
"d4_6, 0","-0,55007064","2nd_layer_n301, 0"
"d4_7, 0","0,86237067","2nd_layer_n352, 0"
"d4_7, 0","-0,26761824","2nd_layer_n473, 0"
"d4_8, 0","0,95793414","2nd_layer_n267, 0"
"d4_8, 0","-0,06710276","2nd_layer_n99, 0"
"d4_9, 0","0,9485765","2nd_layer_n442, 0"
"d4_9, 0","-0,86831355","2nd_layer_n100, 0"
"d4_10, 0","0,5439985","2nd_layer_n141, 0"
"d4_10, 0","-0,15215379","2nd_layer_n29, 0"
"d4_11, 0","0,026962824","2nd_layer_n97, 0"
"d4_11, 0","-0,38895434","2nd_layer_n212, 0"
"d4_12, 0","0,9841684","2nd_layer_n179, 0"
"d4_12, 0","-0,2602511","2nd_layer_n379, 0"
"d5_1, 0","0,083471835","2nd_layer_n237, 0"
"d5_1, 0","-0,20336735","2nd_layer_n209, 0"
"d5_2, 0","0,093121685","2nd_layer_n249, 0"
"d5_2, 0","-0,32499123","2nd_layer_n238, 0"
"d5_3, 0","0,8420699","2nd_layer_n344, 0"
"d5_3, 0","-0,5363627","2nd_layer_n71, 0"
"d5_4, 0","0,18844193","2nd_layer_n317, 0"
"d5_4, 0","-0,20637439","2nd_layer_n103, 0"
"d5_5, 0","0,90284514","2nd_layer_n36, 0"
"d5_5, 0","-0,9326779","2nd_layer_n330, 0"
"d5_6, 0","0,6281938","2nd_layer_n150, 0"
"d5_6, 0","-0,1558644","2nd_layer_n180, 0"
"d5_7, 0","0,7372362","2nd_layer_n387, 0"
"d5_7, 0","-0,99534684","2nd_layer_n298, 0"
"d5_8, 0","0,14653724","2nd_layer_n283, 0"
"d5_8, 0","-0,52416533","2nd_layer_n21, 0"
"d5_9, 0","0,89836586","2nd_layer_n326, 0"
"d5_9, 0","-0,70810556","2nd_layer_n408, 0"
"d5_10, 0","0,761525","2nd_layer_n79, 0"
"d5_10, 0","-0,72404855","2nd_layer_n276, 0"
"d5_11, 0","0,06843165","2nd_layer_n492, 0"
"d5_11, 0","-0,3326054","2nd_layer_n510, 0"
"d5_12, 0","0,6202183","2nd_layer_n145, 0"
"d5_12, 0","-0,9443654","2nd_layer_n291, 0"
"d6_1, 0","0,68554795","2nd_layer_n500, 0"
"d6_1, 0","-0,11182294","2nd_layer_n503, 0"
"d6_2, 0","0,6402188","2nd_layer_n421, 0"
"d6_2, 0","-0,8296296","2nd_layer_n414, 0"
"d6_3, 0","0,21152635","2nd_layer_n24, 0"
"d6_3, 0","-0,30308697","2nd_layer_n76, 0"
"d6_4, 0","0,7642655","2nd_layer_n130, 0"
"d6_4, 0","-0,35070282","2nd_layer_n372, 0"
"d6_5, 0","0,083147325","2nd_layer_n207, 0"
"d6_5, 0","-0,8970811","2nd_layer_n295, 0"
"d6_6, 0","0,57425666","2nd_layer_n92, 0"
"d6_6, 0","-0,09392062","2nd_layer_n486, 0"
"d6_7, 0","0,46686625","2nd_layer_n445, 0"
"d6_7, 0","-0,13185824","2nd_layer_n227, 0"
"d6_8, 0","0,70290595","2nd_layer_n121, 0"
"d6_8, 0","-0,26125652","2nd_layer_n275, 0"
"d6_9, 0","0,53632414","2nd_layer_n499, 0"
"d6_9, 0","-0,49569893","2nd_layer_n38, 0"
"d6_10, 0","0,2492956","2nd_layer_n173, 0"
"d6_10, 0","-0,7385648","2nd_layer_n153, 0"
"d6_11, 0","0,4497365","2nd_layer_n59, 0"
"d6_11, 0","-0,52602255","2nd_layer_n8, 0"
"d6_12, 0","0,99019325","2nd_layer_n44, 0"
"d6_12, 0","-0,038352516","2nd_layer_n412, 0"
"d7_1, 0","0,05754105","2nd_layer_n92, 0"
"d7_1, 0","-0,60287374","2nd_layer_n356, 0"
"d7_2, 0","0,0922974","2nd_layer_n70, 0"
"d7_2, 0","-0,25031477","2nd_layer_n94, 0"
"d7_3, 0","0,9561098","2nd_layer_n13, 0"
"d7_3, 0","-0,87917346","2nd_layer_n260, 0"
"d7_4, 0","0,43193993","2nd_layer_n6, 0"
"d7_4, 0","-0,1066399","2nd_layer_n223, 0"
"d7_5, 0","0,15892154","2nd_layer_n379, 0"
"d7_5, 0","-0,45189932","2nd_layer_n374, 0"
"d7_6, 0","0,7614039","2nd_layer_n130, 0"
"d7_6, 0","-0,22416313","2nd_layer_n481, 0"
"d7_7, 0","0,17218664","2nd_layer_n432, 0"
"d7_7, 0","-0,7665687","2nd_layer_n65, 0"
"d7_8, 0","0,7564316","2nd_layer_n442, 0"
"d7_8, 0","-0,9200749","2nd_layer_n164, 0"
"d7_9, 0","0,20243128","2nd_layer_n68, 0"
"d7_9, 0","-0,098848715","2nd_layer_n176, 0"
"d7_10, 0","0,19963787","2nd_layer_n484, 0"
"d7_10, 0","-0,22745945","2nd_layer_n441, 0"
"d7_11, 0","0,16210821","2nd_layer_n287, 0"
"d7_11, 0","-0,7642158","2nd_layer_n229, 0"
"d7_12, 0","0,9595229","2nd_layer_n500, 0"
"d7_12, 0","-0,9347593","2nd_layer_n445, 0"
"d8_1, 0","0,24535866","2nd_layer_n486, 0"
"d8_1, 0","-0,30585647","2nd_layer_n353, 0"
"d8_2, 0","0,34850258","2nd_layer_n145, 0"
"d8_2, 0","-0,5453391","2nd_layer_n346, 0"
"d8_3, 0","0,14148647","2nd_layer_n458, 0"
"d8_3, 0","-0,48400688","2nd_layer_n289, 0"
"d8_4, 0","0,7006578","2nd_layer_n391, 0"
"d8_4, 0","-0,6253746","2nd_layer_n276, 0"
"d8_5, 0","0,6212579","2nd_layer_n16, 0"
"d8_5, 0","-0,49482867","2nd_layer_n428, 0"
"d8_6, 0","0,53843683","2nd_layer_n358, 0"
"d8_6, 0","-0,7143338","2nd_layer_n35, 0"
"d8_7, 0","0,9782211","2nd_layer_n224, 0"
"d8_7, 0","-0,40012917","2nd_layer_n68, 0"
"d8_8, 0","0,5052289","2nd_layer_n476, 0"
"d8_8, 0","-0,5989821","2nd_layer_n22, 0"
"d8_9, 0","0,34390053","2nd_layer_n118, 0"
"d8_9, 0","-0,75796574","2nd_layer_n196, 0"
"d8_10, 0","0,061605413","2nd_layer_n153, 0"
"d8_10, 0","-0,6344804","2nd_layer_n161, 0"
"d8_11, 0","0,6482274","2nd_layer_n247, 0"
"d8_11, 0","-0,3791549","2nd_layer_n209, 0"
"d8_12, 0","0,9685818","2nd_layer_n278, 0"
"d8_12, 0","-0,97556365","2nd_layer_n467, 0"
"e1_1, 0","0,5015151","2nd_layer_n236, 0"
"e1_1, 0","-0,62943435","2nd_layer_n330, 0"
"e1_2, 0","0,43209618","2nd_layer_n455, 0"
"e1_2, 0","-0,6594196","2nd_layer_n156, 0"
"e1_3, 0","0,8502","2nd_layer_n145, 0"
"e1_3, 0","-0,34523252","2nd_layer_n434, 0"
"e1_4, 0","0,39060214","2nd_layer_n415, 0"
"e1_4, 0","-0,4454193","2nd_layer_n204, 0"
"e1_5, 0","0,2385638","2nd_layer_n251, 0"
"e1_5, 0","-0,23537572","2nd_layer_n249, 0"
"e1_6, 0","0,8088035","2nd_layer_n337, 0"
"e1_6, 0","-0,0972348","2nd_layer_n126, 0"
"e1_7, 0","0,69730526","2nd_layer_n284, 0"
"e1_7, 0","-0,542839","2nd_layer_n448, 0"
"e1_8, 0","0,9417065","2nd_layer_n129, 0"
"e1_8, 0","-0,20162858","2nd_layer_n33, 0"
"e1_9, 0","0,04765946","2nd_layer_n431, 0"
"e1_9, 0","-0,26492363","2nd_layer_n116, 0"
"e1_10, 0","0,96793807","2nd_layer_n324, 0"
"e1_10, 0","-0,85282815","2nd_layer_n208, 0"
"e1_11, 0","0,15351695","2nd_layer_n54, 0"
"e1_11, 0","-0,7148599","2nd_layer_n169, 0"
"e1_12, 0","0,7764694","2nd_layer_n410, 0"
"e1_12, 0","-0,08156249","2nd_layer_n209, 0"
"e2_1, 0","0,08338705","2nd_layer_n136, 0"
"e2_1, 0","-0,75000775","2nd_layer_n286, 0"
"e2_2, 0","0,6001922","2nd_layer_n27, 0"
"e2_2, 0","-0,22344816","2nd_layer_n449, 0"
"e2_3, 0","0,36329016","2nd_layer_n349, 0"
"e2_3, 0","-0,059125062","2nd_layer_n388, 0"
"e2_4, 0","0,025447987","2nd_layer_n69, 0"
"e2_4, 0","-0,05833888","2nd_layer_n286, 0"
"e2_5, 0","0,27012163","2nd_layer_n20, 0"
"e2_5, 0","-0,25855926","2nd_layer_n5, 0"
"e2_6, 0","0,57347906","2nd_layer_n273, 0"
"e2_6, 0","-0,27249584","2nd_layer_n482, 0"
"e2_7, 0","0,49863604","2nd_layer_n17, 0"
"e2_7, 0","-0,8178027","2nd_layer_n300, 0"
"e2_8, 0","0,31398663","2nd_layer_n215, 0"
"e2_8, 0","-0,5575897","2nd_layer_n113, 0"
"e2_9, 0","0,501339","2nd_layer_n99, 0"
"e2_9, 0","-0,5531294","2nd_layer_n111, 0"
"e2_10, 0","0,12999459","2nd_layer_n252, 0"
"e2_10, 0","-0,4964422","2nd_layer_n372, 0"
"e2_11, 0","0,7863732","2nd_layer_n73, 0"
"e2_11, 0","-0,6346866","2nd_layer_n448, 0"
"e2_12, 0","0,93290794","2nd_layer_n448, 0"
"e2_12, 0","-0,6451923","2nd_layer_n481, 0"
"e3_1, 0","0,049759135","2nd_layer_n87, 0"
"e3_1, 0","-0,63671386","2nd_layer_n279, 0"
"e3_2, 0","0,5662105","2nd_layer_n179, 0"
"e3_2, 0","-0,93247473","2nd_layer_n78, 0"
"e3_3, 0","0,28104815","2nd_layer_n33, 0"
"e3_3, 0","-0,28453878","2nd_layer_n16, 0"
"e3_4, 0","0,3565796","2nd_layer_n285, 0"
"e3_4, 0","-0,023097556","2nd_layer_n414, 0"
"e3_5, 0","0,90538615","2nd_layer_n199, 0"
"e3_5, 0","-0,3226856","2nd_layer_n204, 0"
"e3_6, 0","0,6532481","2nd_layer_n21, 0"
"e3_6, 0","-0,15081665","2nd_layer_n28, 0"
"e3_7, 0","0,5602214","2nd_layer_n239, 0"
"e3_7, 0","-0,6880167","2nd_layer_n377, 0"
"e3_8, 0","0,7789059","2nd_layer_n350, 0"
"e3_8, 0","-0,591539","2nd_layer_n496, 0"
"e3_9, 0","0,9512631","2nd_layer_n43, 0"
"e3_9, 0","-0,395872","2nd_layer_n275, 0"
"e3_10, 0","0,088513024","2nd_layer_n134, 0"
"e3_10, 0","-0,91183245","2nd_layer_n153, 0"
"e3_11, 0","0,8403181","2nd_layer_n116, 0"
"e3_11, 0","-0,18445018","2nd_layer_n428, 0"
"e3_12, 0","0,5284698","2nd_layer_n86, 0"
"e3_12, 0","-0,6614288","2nd_layer_n340, 0"
"e4_1, 0","0,7361884","2nd_layer_n48, 0"
"e4_1, 0","-0,6481598","2nd_layer_n47, 0"
"e4_2, 0","0,54823506","2nd_layer_n412, 0"
"e4_2, 0","-0,92868185","2nd_layer_n5, 0"
"e4_3, 0","0,5179444","2nd_layer_n114, 0"
"e4_3, 0","-0,89271486","2nd_layer_n20, 0"
"e4_4, 0","0,57089716","2nd_layer_n144, 0"
"e4_4, 0","-0,6301441","2nd_layer_n222, 0"
"e4_5, 0","0,87092865","2nd_layer_n472, 0"
"e4_5, 0","-0,6639009","2nd_layer_n72, 0"
"e4_6, 0","0,600856","2nd_layer_n14, 0"
"e4_6, 0","-0,87564474","2nd_layer_n52, 0"
"e4_7, 0","0,9462535","2nd_layer_n210, 0"
"e4_7, 0","-0,034743596","2nd_layer_n160, 0"
"e4_8, 0","0,5927418","2nd_layer_n496, 0"
"e4_8, 0","-0,39135793","2nd_layer_n173, 0"
"e4_9, 0","0,73966527","2nd_layer_n241, 0"
"e4_9, 0","-0,8292923","2nd_layer_n499, 0"
"e4_10, 0","0,46988633","2nd_layer_n106, 0"
"e4_10, 0","-0,42597947","2nd_layer_n496, 0"
"e4_11, 0","0,492959","2nd_layer_n64, 0"
"e4_11, 0","-0,70601857","2nd_layer_n167, 0"
"e4_12, 0","0,93455404","2nd_layer_n394, 0"
"e4_12, 0","-0,33326387","2nd_layer_n309, 0"
"e5_1, 0","0,20158567","2nd_layer_n353, 0"
"e5_1, 0","-0,1794905","2nd_layer_n334, 0"
"e5_2, 0","0,115101226","2nd_layer_n217, 0"
"e5_2, 0","-0,2930607","2nd_layer_n82, 0"
"e5_3, 0","0,5006896","2nd_layer_n144, 0"
"e5_3, 0","-0,07148755","2nd_layer_n123, 0"
"e5_4, 0","0,80390495","2nd_layer_n507, 0"
"e5_4, 0","-0,2495362","2nd_layer_n288, 0"
"e5_5, 0","0,8729932","2nd_layer_n174, 0"
"e5_5, 0","-0,04649411","2nd_layer_n116, 0"
"e5_6, 0","0,7950266","2nd_layer_n104, 0"
"e5_6, 0","-0,7580887","2nd_layer_n357, 0"
"e5_7, 0","0,2875078","2nd_layer_n38, 0"
"e5_7, 0","-0,82689273","2nd_layer_n73, 0"
"e5_8, 0","0,5513418","2nd_layer_n181, 0"
"e5_8, 0","-0,43056485","2nd_layer_n109, 0"
"e5_9, 0","0,51799273","2nd_layer_n102, 0"
"e5_9, 0","-0,7015177","2nd_layer_n233, 0"
"e5_10, 0","0,28710938","2nd_layer_n52, 0"
"e5_10, 0","-0,92182404","2nd_layer_n293, 0"
"e5_11, 0","0,81242704","2nd_layer_n121, 0"
"e5_11, 0","-0,2102893","2nd_layer_n422, 0"
"e5_12, 0","0,21282494","2nd_layer_n142, 0"
"e5_12, 0","-0,34771985","2nd_layer_n417, 0"
"e6_1, 0","0,87668544","2nd_layer_n54, 0"
"e6_1, 0","-0,99909586","2nd_layer_n164, 0"
"e6_2, 0","0,31846422","2nd_layer_n388, 0"
"e6_2, 0","-0,73079157","2nd_layer_n217, 0"
"e6_3, 0","0,019353423","2nd_layer_n373, 0"
"e6_3, 0","-0,18978891","2nd_layer_n260, 0"
"e6_4, 0","0,027807755","2nd_layer_n86, 0"
"e6_4, 0","-0,76174885","2nd_layer_n342, 0"
"e6_5, 0","0,3047549","2nd_layer_n65, 0"
"e6_5, 0","-0,50362074","2nd_layer_n332, 0"
"e6_6, 0","0,0077648","2nd_layer_n119, 0"
"e6_6, 0","-0,31226587","2nd_layer_n22, 0"
"e6_7, 0","0,5257024","2nd_layer_n243, 0"
"e6_7, 0","-0,12541725","2nd_layer_n239, 0"
"e6_8, 0","0,19758566","2nd_layer_n83, 0"
"e6_8, 0","-0,9116445","2nd_layer_n260, 0"
"e6_9, 0","0,005073866","2nd_layer_n164, 0"
"e6_9, 0","-0,26073062","2nd_layer_n158, 0"
"e6_10, 0","0,099733405","2nd_layer_n181, 0"
"e6_10, 0","-0,8679734","2nd_layer_n63, 0"
"e6_11, 0","0,98388183","2nd_layer_n194, 0"
"e6_11, 0","-0,92744756","2nd_layer_n456, 0"
"e6_12, 0","0,40838042","2nd_layer_n253, 0"
"e6_12, 0","-0,823802","2nd_layer_n75, 0"
"e7_1, 0","0,5519661","2nd_layer_n5, 0"
"e7_1, 0","-0,27886847","2nd_layer_n381, 0"
"e7_2, 0","0,57185555","2nd_layer_n302, 0"
"e7_2, 0","-0,62449616","2nd_layer_n401, 0"
"e7_3, 0","0,36945495","2nd_layer_n330, 0"
"e7_3, 0","-0,22413048","2nd_layer_n207, 0"
"e7_4, 0","0,64245784","2nd_layer_n119, 0"
"e7_4, 0","-0,5186889","2nd_layer_n283, 0"
"e7_5, 0","0,58619905","2nd_layer_n119, 0"
"e7_5, 0","-0,20059025","2nd_layer_n454, 0"
"e7_6, 0","0,674142","2nd_layer_n261, 0"
"e7_6, 0","-0,18547127","2nd_layer_n141, 0"
"e7_7, 0","0,27504382","2nd_layer_n20, 0"
"e7_7, 0","-0,5203905","2nd_layer_n148, 0"
"e7_8, 0","0,5853086","2nd_layer_n499, 0"
"e7_8, 0","-0,36805928","2nd_layer_n178, 0"
"e7_9, 0","0,3079368","2nd_layer_n345, 0"
"e7_9, 0","-0,26586702","2nd_layer_n88, 0"
"e7_10, 0","0,5533322","2nd_layer_n332, 0"
"e7_10, 0","-0,4964446","2nd_layer_n362, 0"
"e7_11, 0","0,7501258","2nd_layer_n479, 0"
"e7_11, 0","-0,19073951","2nd_layer_n163, 0"
"e7_12, 0","0,0035759774","2nd_layer_n380, 0"
"e7_12, 0","-0,342318","2nd_layer_n148, 0"
"e8_1, 0","0,8504948","2nd_layer_n21, 0"
"e8_1, 0","-0,19837126","2nd_layer_n364, 0"
"e8_2, 0","0,6601548","2nd_layer_n496, 0"
"e8_2, 0","-0,5829246","2nd_layer_n209, 0"
"e8_3, 0","0,7478623","2nd_layer_n44, 0"
"e8_3, 0","-0,7114207","2nd_layer_n2, 0"
"e8_4, 0","0,60033995","2nd_layer_n153, 0"
"e8_4, 0","-0,012405269","2nd_layer_n87, 0"
"e8_5, 0","0,27780673","2nd_layer_n353, 0"
"e8_5, 0","-0,36247918","2nd_layer_n7, 0"
"e8_6, 0","0,9052468","2nd_layer_n20, 0"
"e8_6, 0","-0,20748265","2nd_layer_n220, 0"
"e8_7, 0","0,8197242","2nd_layer_n166, 0"
